nct_id,historical_first_results_label_version,first_results_attempt_version,first_results_posted_version,pre_episode_posted_version,results_episode_id,first_results_date,first_results_date_source,first_results_history_version_date,first_results_attempt_pcd,first_results_attempt_pcd_type,first_results_pcd,first_results_pcd_type,pre_first_results_pcd,pre_first_results_pcd_type,current_pcd,current_pcd_type,history_versions,posted_history_versions,review_not_passed_versions,pair_id,group
NCT02796391,31,31,31,30,NCT02796391:v31-v31,2022-09-19,resultsFirstSubmitDate,2022-09-19,2021-08-24,ACTUAL,2021-08-24,ACTUAL,2022-04-02,ACTUAL,2021-08-24,ACTUAL,34,34,0,26,fda_proxy
NCT04516759,16,16,16,15,NCT04516759:v16-v16,2022-04-12,resultsFirstSubmitDate,2022-04-21,2021-04-25,ACTUAL,2021-04-25,ACTUAL,2021-04-25,ACTUAL,2021-04-25,ACTUAL,17,17,0,26,nonfda_control
NCT02419508,16,16,16,15,NCT02419508:v16-v16,2018-10-16,resultsFirstSubmitDate,2018-11-13,2018-02-27,ACTUAL,2018-02-27,ACTUAL,2018-02,ACTUAL,2018-02-27,ACTUAL,17,17,0,27,fda_proxy
NCT03223909,3,3,3,2,NCT03223909:v3-v3,2019-06-05,resultsFirstSubmitDate,2019-10-30,2018-10-16,ACTUAL,2018-10-16,ACTUAL,2018-10-16,ACTUAL,2018-10-16,ACTUAL,4,4,0,27,nonfda_control
NCT04688346,1,1,2,0,NCT04688346:v1-v2,2021-03-19,resultsFirstSubmitDate,2021-03-19,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,3,2,1,28,fda_proxy
NCT03753113,5,5,5,4,NCT03753113:v5-v5,2020-01-18,resultsFirstSubmitDate,2020-03-01,2019-09-02,ACTUAL,2019-09-02,ACTUAL,2019-04,ESTIMATED,2019-09-02,ACTUAL,6,6,0,28,nonfda_control
NCT02666742,6,6,7,5,NCT02666742:v6-v7,2021-07-30,resultsFirstSubmitDate,2021-07-30,2020-05-01,ACTUAL,2020-05-01,ACTUAL,2018-05-01,ACTUAL,2020-05-01,ACTUAL,9,8,1,29,fda_proxy
NCT03403517,7,7,7,6,NCT03403517:v7-v7,2020-12-08,resultsFirstSubmitDate,2020-12-08,2020-08-28,ACTUAL,2020-08-28,ACTUAL,2020-08-28,ACTUAL,2020-08-28,ACTUAL,8,8,0,29,nonfda_control
NCT03476317,9,9,11,8,NCT03476317:v9-v11,2021-11-23,resultsFirstSubmitDate,2021-11-23,2020-12-31,ACTUAL,2020-12-31,ACTUAL,2020-12-31,ACTUAL,2020-12-31,ACTUAL,12,10,2,30,fda_proxy
NCT04410159,4,4,4,3,NCT04410159:v4-v4,2020-07-08,resultsFirstSubmitDate,2020-07-17,2020-06-29,ACTUAL,2020-06-29,ACTUAL,2020-07-15,ESTIMATED,2020-06-29,ACTUAL,5,5,0,30,nonfda_control
NCT04905290,8,8,9,7,NCT04905290:v8-v9,2024-11-01,resultsFirstSubmitDate,2024-11-01,2023-11-02,ACTUAL,2023-11-02,ACTUAL,2023-11-02,ACTUAL,2023-04-18,ACTUAL,12,11,1,31,fda_proxy
NCT05363163,3,3,3,2,NCT05363163:v3-v3,2025-01-28,resultsFirstSubmitDate,2025-02-20,2023-04-25,ACTUAL,2023-04-25,ACTUAL,2023-04-25,ACTUAL,2023-04-25,ACTUAL,4,4,0,31,nonfda_control
NCT02989844,18,18,21,17,NCT02989844:v18-v21,2023-07-24,resultsFirstSubmitDate,2023-07-24,2022-03-19,ACTUAL,2022-03-19,ACTUAL,2022-03-19,ACTUAL,2022-03-19,ACTUAL,22,19,3,32,fda_proxy
NCT04231981,15,15,15,14,NCT04231981:v15-v15,2023-03-15,resultsFirstSubmitDate,2025-05-27,2022-02-15,ACTUAL,2022-02-15,ACTUAL,2023-06-01,ESTIMATED,2022-02-15,ACTUAL,16,16,0,32,nonfda_control
NCT03127514,41,41,42,40,NCT03127514:v41-v42,2021-05-16,resultsFirstSubmitDate,2021-05-16,2019-09-25,ACTUAL,2019-09-25,ACTUAL,2019-09-25,ACTUAL,2019-09-25,ACTUAL,44,43,1,33,fda_proxy
NCT03706209,2,2,2,1,NCT03706209:v2-v2,2023-11-23,resultsFirstSubmitDate,2024-10-01,2019-06-12,ACTUAL,2019-06-12,ACTUAL,2019-06-12,ACTUAL,2019-06-12,ACTUAL,3,3,0,33,nonfda_control
NCT03672344,9,9,10,8,NCT03672344:v9-v10,2022-05-20,resultsFirstSubmitDate,2022-05-20,2020-02-19,ACTUAL,2020-02-19,ACTUAL,2022-01-31,ESTIMATED,2020-02-19,ACTUAL,11,10,1,34,fda_proxy
NCT03283241,4,4,4,3,NCT03283241:v4-v4,2021-11-08,resultsFirstSubmitDate,2022-01-21,2020-07-30,ACTUAL,2020-07-30,ACTUAL,2020-07-30,ESTIMATED,2020-07-30,ACTUAL,5,5,0,34,nonfda_control
NCT03992846,10,10,11,9,NCT03992846:v10-v11,2024-04-03,resultsFirstSubmitDate,2024-04-03,2021-10-18,ACTUAL,2021-10-18,ACTUAL,2021-10-18,ACTUAL,2021-10-18,ACTUAL,13,12,1,35,fda_proxy
NCT04198363,12,12,12,11,NCT04198363:v12-v12,2022-10-26,resultsFirstSubmitDate,2022-10-26,2021-11-01,ACTUAL,2021-11-01,ACTUAL,2021-11-01,ACTUAL,2021-11-01,ACTUAL,13,13,0,35,nonfda_control
NCT03978520,39,39,39,38,NCT03978520:v39-v39,2023-06-27,resultsFirstSubmitDate,2023-06-27,2022-01-19,ACTUAL,2022-01-19,ACTUAL,2022-01-19,ACTUAL,2022-01-19,ACTUAL,40,40,0,36,fda_proxy
NCT03671330,41,41,41,40,NCT03671330:v41-v41,2026-02-06,resultsFirstSubmitDate,2026-06-11,2022-04-25,ACTUAL,2022-04-25,ACTUAL,2022-04-25,ACTUAL,2022-04-25,ACTUAL,42,42,0,36,nonfda_control
NCT04464707,83,83,84,82,NCT04464707:v83-v84,2025-11-10,resultsFirstSubmitDate,2025-11-10,2024-11-29,ACTUAL,2024-11-29,ACTUAL,2024-11-29,ACTUAL,2024-11-29,ACTUAL,85,84,1,37,fda_proxy
NCT05999435,19,19,19,18,NCT05999435:v19-v19,2025-09-09,resultsFirstSubmitDate,2025-12-15,2024-08-05,ACTUAL,2024-08-05,ACTUAL,2024-08-05,ACTUAL,2024-08-05,ACTUAL,20,20,0,37,nonfda_control
NCT07145541,1,1,2,0,NCT07145541:v1-v2,2025-10-02,resultsFirstSubmitDate,2025-10-02,2024-10-10,ACTUAL,2024-10-10,ACTUAL,2024-10-10,ACTUAL,2024-10-10,ACTUAL,3,2,1,38,fda_proxy
NCT05757427,4,4,4,3,NCT05757427:v4-v4,2025-09-17,resultsFirstSubmitDate,2025-11-13,2024-06-13,ACTUAL,2024-06-13,ACTUAL,2024-06-13,ACTUAL,2024-06-13,ACTUAL,5,5,0,38,nonfda_control
NCT03873493,9,9,10,8,NCT03873493:v9-v10,2022-10-27,resultsFirstSubmitDate,2022-10-27,2021-11-04,ACTUAL,2021-11-04,ACTUAL,2021-11-04,ACTUAL,2021-11-04,ACTUAL,11,10,1,39,fda_proxy
NCT03988608,20,20,20,19,NCT03988608:v20-v20,2024-05-09,resultsFirstSubmitDate,2025-01-08,2021-07-16,ACTUAL,2021-07-16,ACTUAL,2021-07-16,ACTUAL,2021-07-16,ACTUAL,22,22,0,39,nonfda_control
NCT04072315,4,4,6,3,NCT04072315:v4-v6,2023-07-17,resultsFirstSubmitDate,2023-07-17,2022-07-05,ACTUAL,2022-06-27,ACTUAL,2022-07-05,ACTUAL,2022-06-27,ACTUAL,7,5,2,40,fda_proxy
NCT02534909,27,27,27,26,NCT02534909:v27-v27,2023-05-22,resultsFirstSubmitDate,2024-08-15,2022-05-24,ACTUAL,2022-05-24,ACTUAL,2022-05-24,ACTUAL,2022-05-24,ACTUAL,29,29,0,40,nonfda_control
NCT03878745,2,2,2,1,NCT03878745:v2-v2,2019-10-31,resultsFirstSubmitDate,2020-05-06,2019-06-14,ACTUAL,2019-06-14,ACTUAL,,,2019-06-14,ACTUAL,3,3,0,41,fda_proxy
NCT02941627,3,3,3,2,NCT02941627:v3-v3,2020-04-21,resultsFirstSubmitDate,2021-10-13,2019-11-22,ACTUAL,2019-11-22,ACTUAL,2017-12,ESTIMATED,2019-11-22,ACTUAL,4,4,0,41,nonfda_control
NCT02274493,13,13,13,12,NCT02274493:v13-v13,2018-12-04,resultsFirstSubmitDate,2019-02-21,2018-03-07,ACTUAL,2018-03-07,ACTUAL,2018-03-07,ACTUAL,2018-03-07,ACTUAL,15,15,0,42,fda_proxy
NCT03321396,3,3,3,2,NCT03321396:v3-v3,2019-08-21,resultsFirstSubmitDate,2019-10-08,2018-08-20,ACTUAL,2018-08-20,ACTUAL,2018-08-20,ACTUAL,2018-08-20,ACTUAL,5,5,0,42,nonfda_control
NCT03334396,33,33,33,32,NCT03334396:v33-v33,2019-12-05,resultsFirstSubmitDate,2020-01-13,2018-12-06,ACTUAL,2018-12-06,ACTUAL,2019-01-04,ACTUAL,2018-12-06,ACTUAL,35,35,0,43,fda_proxy
NCT03084237,6,6,6,5,NCT03084237:v6-v6,2022-12-20,resultsFirstSubmitDate,2024-04-27,2018-11-23,ACTUAL,2018-11-23,ACTUAL,2018-11-23,ACTUAL,2018-11-23,ACTUAL,7,7,0,43,nonfda_control
NCT01307501,19,19,19,18,NCT01307501:v19-v19,2019-09-06,resultsFirstSubmitDate,2019-09-06,2018-08-30,ACTUAL,2018-08-30,ACTUAL,2018-08-30,ACTUAL,2018-08-30,ACTUAL,24,24,0,44,fda_proxy
NCT03221660,4,4,4,3,NCT03221660:v4-v4,2020-10-09,resultsFirstSubmitDate,2020-11-20,2018-04-03,ACTUAL,2018-04-03,ACTUAL,2018-04-03,ACTUAL,2018-04-03,ACTUAL,9,9,0,44,nonfda_control
NCT01792115,101,101,101,100,NCT01792115:v101-v101,2020-09-21,resultsFirstSubmitDate,2020-09-21,2019-08-30,ACTUAL,2019-08-30,ACTUAL,2019-08-30,ACTUAL,2019-08-30,ACTUAL,103,103,0,45,fda_proxy
NCT03378921,5,5,5,4,NCT03378921:v5-v5,2021-04-01,resultsFirstSubmitDate,2021-04-01,2019-09-25,ACTUAL,2019-09-25,ACTUAL,2019-09-25,ACTUAL,2019-09-25,ACTUAL,6,6,0,45,nonfda_control
NCT05084963,8,8,9,7,NCT05084963:v8-v9,2025-03-27,resultsFirstSubmitDate,2025-03-27,2022-10-24,ACTUAL,2022-10-24,ACTUAL,2022-10-24,ACTUAL,2022-10-24,ACTUAL,10,9,1,46,fda_proxy
NCT04007406,4,4,4,3,NCT04007406:v4-v4,2023-12-06,resultsFirstSubmitDate,2024-10-03,2022-05-02,ACTUAL,2022-05-02,ACTUAL,2022-05-02,ACTUAL,2022-05-02,ACTUAL,5,5,0,46,nonfda_control
NCT04249778,6,6,6,5,NCT04249778:v6-v6,2023-03-03,resultsFirstSubmitDate,2023-03-03,2022-03-03,ACTUAL,2022-03-03,ACTUAL,2022-03-03,ACTUAL,2022-03-03,ACTUAL,8,8,0,47,fda_proxy
NCT04471246,6,6,6,5,NCT04471246:v6-v6,2023-04-14,resultsFirstSubmitDate,2024-12-04,2022-02-23,ACTUAL,2022-02-23,ACTUAL,2022-02-23,ACTUAL,2022-02-23,ACTUAL,7,7,0,47,nonfda_control
NCT03053362,2,2,3,1,NCT03053362:v2-v3,2021-11-15,resultsFirstSubmitDate,2021-11-15,2018-08-08,ACTUAL,2018-08-08,ACTUAL,2018-08-08,ACTUAL,2018-08-08,ACTUAL,5,4,1,48,fda_proxy
NCT03315949,2,2,2,1,NCT03315949:v2-v2,2020-07-28,resultsFirstSubmitDate,2020-08-12,2018-02-28,ACTUAL,2018-02-28,ACTUAL,2018-02-28,ACTUAL,2018-02-28,ACTUAL,3,3,0,48,nonfda_control
NCT03318393,7,7,9,6,NCT03318393:v7-v9,2022-10-11,resultsFirstSubmitDate,2022-10-13,2021-10-08,ACTUAL,2021-10-08,ACTUAL,2021-10-08,ACTUAL,2021-10-08,ACTUAL,10,8,2,49,fda_proxy
NCT03846544,7,7,7,6,NCT03846544:v7-v7,2023-10-23,resultsFirstSubmitDate,2023-10-23,2021-09-15,ACTUAL,2021-09-15,ACTUAL,2021-09-15,ACTUAL,2021-09-15,ACTUAL,9,9,0,49,nonfda_control
NCT03367793,9,9,11,8,NCT03367793:v9-v11,2021-03-29,resultsFirstSubmitDate,2021-03-29,2019-06-10,ACTUAL,2019-06-10,ACTUAL,2019-06-10,ACTUAL,2019-06-10,ACTUAL,12,10,2,50,fda_proxy
NCT03219892,1,1,1,0,NCT03219892:v1-v1,2020-06-28,resultsFirstSubmitDate,2021-04-22,2019-12-01,ACTUAL,2019-12-01,ACTUAL,2018-12-01,ESTIMATED,2019-12-01,ACTUAL,2,2,0,50,nonfda_control
NCT03241459,14,14,17,13,NCT03241459:v14-v17,2023-08-23,resultsFirstSubmitDate,2023-08-23,2020-09-15,ACTUAL,2020-09-15,ACTUAL,2020-09-15,ACTUAL,2020-09-15,ACTUAL,19,16,3,51,fda_proxy
NCT03897465,3,3,3,2,NCT03897465:v3-v3,2024-06-06,resultsFirstSubmitDate,2025-02-06,2020-12-06,ACTUAL,2020-12-06,ACTUAL,2020-12-06,ACTUAL,2020-12-06,ACTUAL,5,5,0,51,nonfda_control
NCT03064217,12,12,14,11,NCT03064217:v12-v14,2024-12-10,resultsFirstSubmitDate,2024-12-10,2021-12-30,ACTUAL,2021-12-30,ACTUAL,2021-12-30,ACTUAL,2021-12-30,ACTUAL,15,13,2,52,fda_proxy
NCT04780919,1,1,1,0,NCT04780919:v1-v1,2021-04-12,resultsFirstSubmitDate,2021-05-06,2021-04-02,ACTUAL,2021-04-02,ACTUAL,2021-03,ESTIMATED,2021-04-02,ACTUAL,3,3,0,52,nonfda_control
NCT04766892,18,18,19,17,NCT04766892:v18-v19,2025-02-21,resultsFirstSubmitDate,2025-02-21,2024-02-26,ACTUAL,2024-02-26,ACTUAL,2024-02-26,ACTUAL,2024-02-26,ACTUAL,20,19,1,53,fda_proxy
NCT03943589,13,13,13,12,NCT03943589:v13-v13,2025-02-25,resultsFirstSubmitDate,2025-03-21,2024-02-27,ACTUAL,2024-02-27,ACTUAL,2024-02-27,ACTUAL,2024-02-27,ACTUAL,14,14,0,53,nonfda_control
NCT03077711,3,3,3,2,NCT03077711:v3-v3,2019-12-12,resultsFirstSubmitDate,2020-01-10,2019-06-21,ACTUAL,2019-06-21,ACTUAL,2019-06,ESTIMATED,2019-06-21,ACTUAL,4,4,0,54,fda_proxy
NCT04205669,2,2,2,1,NCT04205669:v2-v2,2020-07-08,resultsFirstSubmitDate,2020-10-21,2019-02-21,ACTUAL,2019-02-21,ACTUAL,2019-02-21,ACTUAL,2019-02-21,ACTUAL,3,3,0,54,nonfda_control
NCT04801368,9,9,10,8,NCT04801368:v9-v10,2024-12-04,resultsFirstSubmitDate,2024-12-04,2024-01-07,ACTUAL,2024-01-07,ACTUAL,2024-01-07,ACTUAL,2024-01-07,ACTUAL,11,10,1,55,fda_proxy
NCT05648201,3,3,3,2,NCT05648201:v3-v3,2025-12-31,resultsFirstSubmitDate,2026-03-31,2024-11-01,ACTUAL,2024-11-01,ACTUAL,2024-11-01,ESTIMATED,2024-11-01,ACTUAL,4,4,0,55,nonfda_control
NCT05425927,8,8,12,7,NCT05425927:v8-v12,2024-12-18,resultsFirstSubmitDate,2024-12-18,2024-02-10,ACTUAL,2024-02-10,ACTUAL,,,2024-02-10,ACTUAL,13,9,4,56,fda_proxy
NCT05892341,5,5,5,4,NCT05892341:v5-v5,2024-05-14,resultsFirstSubmitDate,2025-12-01,2024-02-14,ACTUAL,2024-02-14,ACTUAL,2024-02-14,ACTUAL,2024-02-14,ACTUAL,6,6,0,56,nonfda_control
NCT04599296,7,7,10,6,NCT04599296:v7-v10,2024-12-31,resultsFirstSubmitDate,2024-12-31,2023-12-31,ACTUAL,2023-12-31,ACTUAL,2023-12-31,ACTUAL,2023-12-31,ACTUAL,11,8,3,57,fda_proxy
NCT05533190,5,5,5,4,NCT05533190:v5-v5,2023-11-22,resultsFirstSubmitDate,2025-01-30,2023-07-23,ACTUAL,2023-07-23,ACTUAL,2023-10-31,ESTIMATED,2023-07-23,ACTUAL,6,6,0,57,nonfda_control
NCT04627038,26,26,26,25,NCT04627038:v26-v26,2023-10-09,resultsFirstSubmitDate,2023-10-09,2021-10-21,ACTUAL,2021-10-21,ACTUAL,2021-10-21,ACTUAL,2021-10-21,ACTUAL,27,27,0,58,fda_proxy
NCT04532931,6,6,6,5,NCT04532931:v6-v6,2023-07-25,resultsFirstSubmitDate,2025-07-08,2021-08-05,ACTUAL,2021-08-05,ACTUAL,2021-08-05,ACTUAL,2021-08-05,ACTUAL,7,7,0,58,nonfda_control
NCT04196686,4,4,4,3,NCT04196686:v4-v4,2022-02-28,resultsFirstSubmitDate,2022-02-28,2021-03-04,ACTUAL,2021-03-04,ACTUAL,2021-03-04,ACTUAL,2021-03-04,ACTUAL,5,5,0,59,fda_proxy
NCT03446027,7,7,7,6,NCT03446027:v7-v7,2022-07-08,resultsFirstSubmitDate,2024-04-09,2021-03-31,ACTUAL,2021-03-31,ACTUAL,2021-03-31,ACTUAL,2021-03-31,ACTUAL,9,9,0,59,nonfda_control
NCT06357221,3,3,4,2,NCT06357221:v3-v4,2026-04-20,resultsFirstSubmitDate,2026-04-20,2024-07-18,ACTUAL,2024-07-18,ACTUAL,2024-07-18,ACTUAL,2024-07-18,ACTUAL,5,4,1,60,fda_proxy
NCT02842749,17,17,17,16,NCT02842749:v17-v17,2025-01-21,resultsFirstSubmitDate,2025-01-21,2024-02-22,ACTUAL,2024-02-22,ACTUAL,2024-02-22,ACTUAL,2024-02-22,ACTUAL,18,18,0,60,nonfda_control
NCT04433585,52,52,52,51,NCT04433585:v52-v52,2024-03-27,resultsFirstSubmitDate,2024-03-27,2023-01-10,ACTUAL,2023-01-10,ACTUAL,2023-01-10,ACTUAL,2023-01-10,ACTUAL,53,53,0,61,fda_proxy
NCT05460832,7,7,7,6,NCT05460832:v7-v7,2025-02-28,resultsFirstSubmitDate,2025-04-07,2023-12-28,ACTUAL,2023-12-28,ACTUAL,2023-12-28,ACTUAL,2023-12-28,ACTUAL,8,8,0,61,nonfda_control
NCT04315272,8,8,8,7,NCT04315272:v8-v8,2023-06-01,resultsFirstSubmitDate,2023-06-01,2022-06-01,ACTUAL,2022-06-01,ACTUAL,2022-06-01,ACTUAL,2022-06-01,ACTUAL,10,10,0,62,fda_proxy
NCT03505788,6,6,6,5,NCT03505788:v6-v6,2023-12-05,resultsFirstSubmitDate,2024-08-07,2022-01-20,ACTUAL,2022-01-20,ACTUAL,2022-01-20,ACTUAL,2022-01-20,ACTUAL,7,7,0,62,nonfda_control
NCT03550209,7,7,8,6,NCT03550209:v7-v8,2021-01-21,resultsFirstSubmitDate,2021-01-21,2020-01-10,ACTUAL,2020-01-10,ACTUAL,2020-01-10,ACTUAL,2020-01-10,ACTUAL,10,9,1,63,fda_proxy
NCT03282799,11,11,11,10,NCT03282799:v11-v11,2024-03-14,resultsFirstSubmitDate,2024-08-30,2020-12-22,ACTUAL,2020-12-22,ACTUAL,2020-12-22,ACTUAL,2020-12-22,ACTUAL,12,12,0,63,nonfda_control
NCT03523702,11,11,12,10,NCT03523702:v11-v12,2024-09-27,resultsFirstSubmitDate,2024-09-27,2022-11-18,ACTUAL,2022-11-18,ACTUAL,2022-11-18,ACTUAL,2022-11-18,ACTUAL,15,14,1,64,fda_proxy
NCT02662062,11,11,11,10,NCT02662062:v11-v11,2024-05-22,resultsFirstSubmitDate,2024-12-16,2022-05-12,ACTUAL,2022-05-12,ACTUAL,2022-05-12,ACTUAL,2022-05-12,ACTUAL,12,12,0,64,nonfda_control
NCT03855137,27,27,27,26,NCT03855137:v27-v27,2023-01-18,resultsFirstSubmitDate,2023-01-18,2022-01-20,ACTUAL,2022-01-20,ACTUAL,2022-01-20,ACTUAL,2022-01-20,ACTUAL,28,28,0,65,fda_proxy
NCT03888131,5,5,5,4,NCT03888131:v5-v5,2026-01-21,resultsFirstSubmitDate,2026-04-20,2022-05-06,ACTUAL,2022-05-06,ACTUAL,2022-05-06,ACTUAL,2022-05-06,ACTUAL,6,6,0,65,nonfda_control
NCT03226418,16,16,21,15,NCT03226418:v16-v21,2025-04-08,resultsFirstSubmitDate,2025-04-08,2024-03-16,ACTUAL,2024-03-16,ACTUAL,2024-03-16,ACTUAL,2024-03-16,ACTUAL,23,18,5,66,fda_proxy
NCT03388190,10,10,10,9,NCT03388190:v10-v10,2024-07-30,resultsFirstSubmitDate,2026-01-28,2024-03-18,ACTUAL,2024-03-18,ACTUAL,2024-06-30,ESTIMATED,2024-03-18,ACTUAL,11,11,0,66,nonfda_control
NCT06279871,5,5,7,4,NCT06279871:v5-v7,2025-10-07,resultsFirstSubmitDate,2025-10-07,2024-10-09,ACTUAL,2024-10-09,ACTUAL,2024-10-09,ACTUAL,2024-10-09,ACTUAL,8,6,2,67,fda_proxy
NCT04063163,4,4,4,3,NCT04063163:v4-v4,2025-04-09,resultsFirstSubmitDate,2025-12-07,2024-05-07,ACTUAL,2024-05-07,ACTUAL,2021-10-22,ACTUAL,2024-05-07,ACTUAL,5,5,0,67,nonfda_control
NCT05055453,3,3,4,2,NCT05055453:v3-v4,2024-04-15,resultsFirstSubmitDate,2024-04-15,2022-12-08,ACTUAL,2022-12-08,ACTUAL,2022-12-05,ACTUAL,2022-12-08,ACTUAL,5,4,1,68,fda_proxy
NCT03651336,4,4,4,3,NCT03651336:v4-v4,2025-03-20,resultsFirstSubmitDate,2025-05-08,2022-04-27,ACTUAL,2022-04-27,ACTUAL,2022-04-27,ACTUAL,2022-04-27,ACTUAL,5,5,0,68,nonfda_control
NCT03539549,4,4,4,3,NCT03539549:v4-v4,2020-07-17,resultsFirstSubmitDate,2020-07-17,2019-02-27,ACTUAL,2019-02-27,ACTUAL,2019-02-27,ACTUAL,2019-02-27,ACTUAL,5,5,0,69,fda_proxy
NCT04004221,9,9,9,8,NCT04004221:v9-v9,2022-03-01,resultsFirstSubmitDate,2022-06-07,2019-09-16,ACTUAL,2019-09-16,ACTUAL,2019-02-28,ACTUAL,2019-09-16,ACTUAL,11,11,0,69,nonfda_control
NCT03080142,6,6,7,5,NCT03080142:v6-v7,2020-11-16,resultsFirstSubmitDate,2020-11-16,2019-05-29,ACTUAL,2019-05-29,ACTUAL,2019-07-01,ACTUAL,2019-05-29,ACTUAL,8,7,1,70,fda_proxy
NCT04102956,1,1,1,0,NCT04102956:v1-v1,2020-12-19,resultsFirstSubmitDate,2021-02-26,2019-03-01,ACTUAL,2019-03-01,ACTUAL,2019-03-01,ACTUAL,2019-03-01,ACTUAL,2,2,0,70,nonfda_control
NCT04163991,21,21,22,20,NCT04163991:v21-v22,2022-12-16,resultsFirstSubmitDate,2022-12-16,2021-12-28,ACTUAL,2021-12-28,ACTUAL,2021-12-28,ACTUAL,2021-12-28,ACTUAL,24,23,1,71,fda_proxy
NCT03813199,5,5,5,4,NCT03813199:v5-v5,2022-02-03,resultsFirstSubmitDate,2022-02-03,2021-04-27,ACTUAL,2021-04-27,ACTUAL,2021-04,ESTIMATED,2021-04-27,ACTUAL,7,7,0,71,nonfda_control
NCT04681729,17,17,17,16,NCT04681729:v17-v17,2024-01-29,resultsFirstSubmitDate,2024-01-29,2023-02-02,ACTUAL,2023-02-02,ACTUAL,2023-02-02,ACTUAL,2023-02-02,ACTUAL,19,19,0,72,fda_proxy
NCT04889118,9,9,9,8,NCT04889118:v9-v9,2024-01-05,resultsFirstSubmitDate,2024-07-03,2023-01-18,ACTUAL,2023-01-18,ACTUAL,2023-01-18,ACTUAL,2023-01-18,ACTUAL,13,13,0,72,nonfda_control
NCT04091672,32,32,33,31,NCT04091672:v32-v33,2023-07-24,resultsFirstSubmitDate,2023-07-24,2022-03-07,ACTUAL,2022-03-07,ACTUAL,2022-03-07,ACTUAL,2022-03-07,ACTUAL,35,34,1,73,fda_proxy
NCT04618718,8,8,8,7,NCT04618718:v8-v8,2025-04-21,resultsFirstSubmitDate,2025-04-21,2022-11-23,ACTUAL,2022-11-23,ACTUAL,2022-11-23,ACTUAL,2022-11-23,ACTUAL,9,9,0,73,nonfda_control
NCT05002738,4,4,4,3,NCT05002738:v4-v4,2025-05-07,resultsFirstSubmitDate,2025-05-07,2022-11-28,ACTUAL,2022-11-28,ACTUAL,2022-11-28,ACTUAL,2022-11-28,ACTUAL,5,5,0,74,fda_proxy
NCT05161351,2,2,2,1,NCT05161351:v2-v2,2023-11-03,resultsFirstSubmitDate,2024-09-20,2022-11-11,ACTUAL,2022-11-11,ACTUAL,2022-09,ESTIMATED,2022-11-11,ACTUAL,3,3,0,74,nonfda_control
NCT04523207,40,40,40,39,NCT04523207:v40-v40,2024-10-25,resultsFirstSubmitDate,2024-10-25,2023-10-23,ACTUAL,2023-10-23,ACTUAL,2023-10-23,ACTUAL,2023-10-23,ACTUAL,48,48,0,75,fda_proxy
NCT04989816,21,21,21,20,NCT04989816:v21-v21,2024-06-14,resultsFirstSubmitDate,2024-11-14,2023-06-16,ACTUAL,2023-06-16,ACTUAL,2023-06-16,ACTUAL,2023-06-16,ACTUAL,22,22,0,75,nonfda_control
NCT02692391,7,7,7,6,NCT02692391:v7-v7,2021-02-16,resultsFirstSubmitDate,2021-03-29,2019-07-19,ACTUAL,2019-07-19,ACTUAL,2019-07-19,ACTUAL,2019-07-19,ACTUAL,8,8,0,76,fda_proxy
NCT02685748,5,5,5,4,NCT02685748:v5-v5,2022-10-30,resultsFirstSubmitDate,2024-05-19,2019-12-31,ACTUAL,2019-12-31,ACTUAL,2019-12-31,ACTUAL,2019-12-31,ACTUAL,6,6,0,76,nonfda_control
NCT03967847,2,2,4,1,NCT03967847:v2-v4,2021-11-03,resultsFirstSubmitDate,2021-11-03,2020-10-14,ACTUAL,2020-10-14,ACTUAL,2020-01,ESTIMATED,2020-10-14,ACTUAL,5,3,2,77,fda_proxy
NCT04392362,2,2,2,1,NCT04392362:v2-v2,2021-05-06,resultsFirstSubmitDate,2021-06-03,2020-12-16,ACTUAL,2020-12-16,ACTUAL,2020-11-30,ESTIMATED,2020-12-16,ACTUAL,3,3,0,77,nonfda_control
NCT06229743,4,4,7,3,NCT06229743:v4-v7,2025-11-07,resultsFirstSubmitDate,2025-11-07,2024-06-10,ACTUAL,2024-06-10,ACTUAL,,,2024-06-10,ACTUAL,8,5,3,78,fda_proxy
NCT05840172,4,4,4,3,NCT05840172:v4-v4,2025-11-17,resultsFirstSubmitDate,2026-05-05,2024-10-07,ACTUAL,2024-10-07,ACTUAL,2024-10-07,ACTUAL,2024-10-07,ACTUAL,5,5,0,78,nonfda_control
NCT04599933,8,8,8,7,NCT04599933:v8-v8,2023-11-12,resultsFirstSubmitDate,2023-11-12,2022-02-11,ACTUAL,2022-02-11,ACTUAL,2022-02-11,ACTUAL,2022-02-11,ACTUAL,10,10,0,79,fda_proxy
NCT03562195,26,26,26,25,NCT03562195:v26-v26,2023-09-05,resultsFirstSubmitDate,2024-04-15,2022-09-07,ACTUAL,2022-09-07,ACTUAL,2022-09-07,ACTUAL,2022-09-07,ACTUAL,27,27,0,79,nonfda_control
NCT03788616,3,3,7,2,NCT03788616:v3-v7,2021-11-06,resultsFirstSubmitDate,2022-03-23,2019-11-17,ACTUAL,2019-11-17,ACTUAL,2019-11-17,ACTUAL,2019-11-17,ACTUAL,8,4,4,80,fda_proxy
